state,district,ASIS_Score,ASIS_Category,enrollment_score,compliance_score,youth_score,recency_score,total_enrollments,total_updates
Andaman and Nicobar Islands,Andamans,50.153396741808635,🟡 Moderate,17.12726130232427,100.0,0.06087340444540569,100.0,67.0,671.0
Andaman and Nicobar Islands,Nicobar,47.83070330970503,🟠 Needs Attention,9.71396909684063,100.0,0.3235845691866953,99.17808219178083,38.0,329.0
Andaman and Nicobar Islands,Nicobars,28.562756791254237,🟠 Needs Attention,0.2556307657063324,60.0,0.02646202699126753,67.3972602739726,1.0,6.0
Andaman and Nicobar Islands,North And Middle Andaman,52.72130428282699,🟡 Moderate,25.307445804926907,100.0,0.5162821653956875,100.0,99.0,725.0
Andaman and Nicobar Islands,South Andaman,59.43689561815767,🟡 Moderate,47.80295318708416,100.0,0.3840386481296775,100.0,187.0,1840.0
Andhra Pradesh,Adilabad,48.844599715710295,🟠 Needs Attention,12.630462875859314,100.0,0.2218434118099958,100.0,870.0,6869.0
Andhra Pradesh,Alluri Sitharama Raju,48.297872124138145,🟠 Needs Attention,10.786705651452266,100.0,0.24744171480987034,100.0,743.0,4059.0
Andhra Pradesh,Anakapalli,46.963220824126374,🟠 Needs Attention,6.4313736252938805,100.0,0.1352349461528386,100.0,443.0,4134.0
Andhra Pradesh,Anantapur,56.27060575866596,🟡 Moderate,37.310677690756826,100.0,0.309609805755634,100.0,2570.0,14251.0
Andhra Pradesh,Ananthapur,51.33944498131481,🟡 Moderate,20.629756030570213,100.0,0.6020726885749822,100.0,1421.0,11793.0
Andhra Pradesh,Ananthapuramu,53.76650399112053,🟡 Moderate,28.55646031817847,100.0,0.7982635826679624,100.0,1967.0,12024.0
Andhra Pradesh,Annamayya,48.1115362260761,🟠 Needs Attention,10.17695916779009,100.0,0.23379390295625793,100.0,701.0,4955.0
Andhra Pradesh,Bapatla,46.83703136288365,🟠 Needs Attention,6.0103581960985695,100.0,0.13569561621631704,100.0,414.0,4564.0
Andhra Pradesh,Chittoor,58.12926979488788,🟡 Moderate,52.48175091520853,88.429203539823,1.1097745414782958,100.0,3615.0,15988.0
Andhra Pradesh,Cuddapah,55.362651687611894,🟡 Moderate,41.099816553514614,91.24293785310735,0.8878890331226897,100.0,2831.0,12920.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,47.47257418654479,🟠 Needs Attention,8.144470888916178,100.0,0.11693167947973716,100.0,561.0,5550.0
Andhra Pradesh,East Godavari,63.75823797053059,🟡 Moderate,61.773125904346415,100.0,0.9052007969066437,100.0,4255.0,22833.0
Andhra Pradesh,Eluru,47.313295232048496,🟠 Needs Attention,7.6073132723566435,100.0,0.12440500136601738,100.0,524.0,5641.0
Andhra Pradesh,Guntur,59.197771588966646,🟡 Moderate,60.17617082808834,83.49734684032804,1.0823345218325289,100.0,4145.0,17309.0
Andhra Pradesh,Hyderabad,52.75297886391336,🟡 Moderate,27.235342936910428,98.01811401172083,0.31138991964010876,100.0,1876.0,9199.0
Andhra Pradesh,K.V. Rangareddy,45.09382252932384,🟠 Needs Attention,0.26131992156950307,100.0,0.06170621141195135,100.0,18.0,439.0
Andhra Pradesh,K.V.Rangareddy,45.28613505133346,🟠 Needs Attention,0.9291374989137886,100.0,0.029575206637299005,100.0,64.0,955.0
Andhra Pradesh,Kakinada,48.105864232349944,🟠 Needs Attention,10.162441394369562,100.0,0.22852725615627753,100.0,700.0,4720.0
Andhra Pradesh,Karim Nagar,45.30691521559012,🟠 Needs Attention,0.9872085925959003,100.0,0.04301055124539353,100.0,68.0,1287.0
Andhra Pradesh,Karimnagar,47.42587851173731,🟠 Needs Attention,8.013810928131427,100.0,0.08694093319152708,100.0,552.0,6708.0
Andhra Pradesh,Khammam,48.690157219113814,🟠 Needs Attention,12.09330525929978,100.0,0.2486625652955036,100.0,833.0,8240.0
Andhra Pradesh,Krishna,60.3069706015162,🟡 Moderate,50.31860267554986,100.0,0.8455591954049695,100.0,3466.0,17432.0
Andhra Pradesh,Kurnool,55.45513426275633,🟡 Moderate,56.706422980582154,72.10135653954441,1.67147293478234,100.0,3906.0,14085.0
Andhra Pradesh,Mahabub Nagar,49.077758462876176,🟠 Needs Attention,13.559600374773103,100.0,0.03951340177698612,100.0,934.0,6504.0
Andhra Pradesh,Mahabubnagar,44.92886389325296,🟠 Needs Attention,0.10162441394369563,100.0,0.03186244066295478,99.45205479452055,7.0,188.0
Andhra Pradesh,Mahbubnagar,47.404481249561215,🟠 Needs Attention,7.941222061028787,100.0,0.0884585250103042,100.0,547.0,5478.0
Andhra Pradesh,Medak,49.11345966337925,🟠 Needs Attention,13.603153695034687,100.0,0.13005421947538753,100.0,937.0,6710.0
Andhra Pradesh,N. T. R,47.954318426642104,🟠 Needs Attention,9.654319324651084,100.0,0.23209051698710437,100.0,665.0,4986.0
Andhra Pradesh,Nalgonda,48.738969260318065,🟠 Needs Attention,12.383660727710339,100.0,0.09548416801985458,100.0,853.0,8491.0
Andhra Pradesh,Nandyal,47.86236662210217,🟠 Needs Attention,9.349446082819997,100.0,0.23013118902468904,100.0,644.0,4890.0
Andhra Pradesh,Nellore,55.5513132178265,🟡 Moderate,39.502861477256545,94.04114621601764,0.7606728825804965,100.0,2721.0,12799.0
Andhra Pradesh,Nizamabad,46.571782085444866,🟠 Needs Attention,5.139291790866893,100.0,0.11997819273920236,100.0,354.0,3795.0
Andhra Pradesh,Palnadu,47.685713198143034,🟠 Needs Attention,8.76873514599888,100.0,0.220370617373479,100.0,604.0,4581.0
Andhra Pradesh,Parvathipuram Manyam,46.76463670276783,🟠 Needs Attention,5.705484954267483,100.0,0.21196486595035616,100.0,393.0,3152.0
Andhra Pradesh,Prakasam,58.6817723504207,🟡 Moderate,53.280228453337564,89.95369109234542,0.837124165332311,100.0,3670.0,16511.0
Andhra Pradesh,Rangareddi,49.949226164485566,🟠 Needs Attention,16.31797732467341,100.0,0.21533186833415785,100.0,1124.0,8075.0
Andhra Pradesh,Spsr Nellore,12.968676919414147,🔴 Critical,0.23228437472844715,0.0,11.705555469078343,49.863013698630134,16.0,0.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,49.31371982153272,🟠 Needs Attention,14.241935725537914,100.0,0.16455641548539457,100.0,981.0,6109.0
Andhra Pradesh,Sri Sathya Sai,48.16799969453638,🟠 Needs Attention,10.409243542518539,100.0,0.18090652712323554,100.0,717.0,5470.0
Andhra Pradesh,Srikakulam,54.36174597192564,🟡 Moderate,34.50874742059493,94.8444070647603,1.192079918228364,100.0,2377.0,11277.0
Andhra Pradesh,Tirupati,49.193153256336146,🟠 Needs Attention,13.820920296342605,100.0,0.18750866973344463,100.0,952.0,5760.0
Andhra Pradesh,Visakhapatanam,11.164559343379455,🔴 Critical,0.014517773420527947,0.0,11.325747552262502,41.64383561643835,1.0,0.0
Andhra Pradesh,Visakhapatnam,56.84724649961701,🟡 Moderate,53.10601517229123,82.39956272205521,1.262205069663327,100.0,3658.0,15075.0
Andhra Pradesh,Vizianagaram,54.50334285173665,🟡 Moderate,30.879304065462943,100.0,0.958206528391067,100.0,2127.0,10710.0
Andhra Pradesh,Warangal,48.51752138170943,🟠 Needs Attention,11.570665416160773,100.0,0.18528702744479802,100.0,797.0,9719.0
Andhra Pradesh,West Godavari,60.23084053633837,🟡 Moderate,50.129871621083,100.0,0.7675162000538825,100.0,3453.0,18632.0
Andhra Pradesh,Y. S. R,47.609454533268135,🟠 Needs Attention,8.536450771270433,100.0,0.19407720754804061,100.0,588.0,4938.0
Arunachal Pradesh,Anjaw,46.83388603126778,🟠 Needs Attention,6.2414153742567,100.0,0.5033799225384301,99.17808219178083,20.0,155.0
Arunachal Pradesh,Changlang,62.04178405030417,🟡 Moderate,57.421021443161656,98.5945945945946,0.6673158748280993,100.0,184.0,912.0
Arunachal Pradesh,Dibang Valley,45.35495867182401,🟠 Needs Attention,2.8086369184155155,100.0,0.24125120711519227,97.26027397260275,9.0,144.0
Arunachal Pradesh,East Kameng,45.78984022134608,🟠 Needs Attention,20.90874150375995,77.05882352941177,1.0100475514606237,100.0,67.0,262.0
Arunachal Pradesh,East Siang,48.29170134384169,🟠 Needs Attention,24.029449190888297,83.58974358974359,0.7417227565572116,100.0,77.0,326.0
Arunachal Pradesh,Kamle,44.85396052661113,🟠 Needs Attention,5.305203068118195,93.33333333333334,0.15462125575289654,99.45205479452055,17.0,84.0
Arunachal Pradesh,Kra Daadi,44.578051786231526,🟠 Needs Attention,11.858689211087732,83.58974358974359,0.4920365018772319,100.0,38.0,163.0
Arunachal Pradesh,Kurung Kumey,45.846237307075,🟠 Needs Attention,10.61040613623639,90.28571428571428,0.8051037434856111,99.45205479452055,34.0,158.0
Arunachal Pradesh,Leparada,45.14073698827305,🟠 Needs Attention,0.9362123061385051,100.0,0.09702743230131428,99.17808219178083,3.0,44.0
Arunachal Pradesh,Lohit,52.86608038787987,🟡 Moderate,25.901873803165312,100.0,0.38207298772109194,100.0,83.0,518.0
Arunachal Pradesh,Longding,52.27640355777404,🟡 Moderate,24.341519959601136,100.0,0.5533245261500989,99.17808219178083,78.0,444.0
Arunachal Pradesh,Lower Dibang Valley,40.16594209725004,🟠 Needs Attention,16.851821510493092,59.63636363636364,0.80521894004478,100.0,54.0,164.0
Arunachal Pradesh,Lower Siang,47.18550035951306,🟠 Needs Attention,7.489698449108041,100.0,0.19271946350612368,99.45205479452055,24.0,226.0
Arunachal Pradesh,Lower Subansiri,48.54734011705448,🟠 Needs Attention,18.100104585344432,92.54237288135593,0.5843963310240167,99.17808219178083,58.0,273.0
Arunachal Pradesh,Namsai,53.33281281810296,🟡 Moderate,27.150156878016652,100.0,0.7510630187918603,100.0,87.0,466.0
Arunachal Pradesh,Pakke Kessang,43.086934117981585,🟠 Needs Attention,1.2482830748513403,100.0,0.05527623415953662,88.4931506849315,4.0,85.0
Arunachal Pradesh,Papum Pare,66.46967735937709,🟡 Moderate,74.58491372236759,95.91666666666667,0.46014630400056,100.0,239.0,1151.0
Arunachal Pradesh,Shi-Yomi,46.71432731429335,🟠 Needs Attention,5.929344605543866,100.0,0.1804518949043063,99.45205479452055,19.0,146.0
Arunachal Pradesh,Siang,49.025983285276496,🟠 Needs Attention,14.043184592077578,100.0,0.348002041571769,98.63013698630137,45.0,305.0
Arunachal Pradesh,Tawang,51.739862285601404,🟡 Moderate,26.52601534059098,94.65116279069768,0.4770679429987541,100.0,85.0,407.0
Arunachal Pradesh,Tirap,50.80044168400352,🟡 Moderate,19.66045842890861,100.0,0.26675086789908975,99.17808219178083,63.0,557.0
Arunachal Pradesh,Upper Siang,48.29012992810136,🟠 Needs Attention,10.61040613623639,100.0,0.42803234892176295,100.0,34.0,330.0
Arunachal Pradesh,Upper Subansiri,40.57633545796459,🟠 Needs Attention,16.53975074178026,61.48148148148148,1.4145156246241188,99.45205479452055,53.0,166.0
Arunachal Pradesh,West Kameng,56.97897686854084,🟡 Moderate,39.63298762653005,100.0,0.3563223223272734,100.0,127.0,942.0
Arunachal Pradesh,West Siang,54.43568248727678,🟡 Moderate,30.895006102570672,100.0,0.6687226260223121,100.0,99.0,542.0
Assam,Bajali,45.098582594336676,🟠 Needs Attention,0.6777372068443775,100.0,0.019401893517018962,99.45205479452055,28.0,462.0
Assam,Baksa,45.705180992491606,🟠 Needs Attention,17.548552677220492,81.29476584022038,0.4676949170814507,100.0,725.0,2951.0
Assam,Barpeta,44.2922140161154,🟠 Needs Attention,30.982272312885833,58.18891491022639,1.8012143787722126,100.0,1280.0,3727.0
Assam,Biswanath,46.27671318927558,🟠 Needs Attention,12.12665502246547,90.2390438247012,0.31582290544258,100.0,501.0,2265.0
Assam,Bongaigaon,42.33825804530001,🟠 Needs Attention,14.861808750087423,70.34146341463415,1.1773982664609906,100.0,614.0,2163.0
Assam,Cachar,55.08185218462075,🟡 Moderate,62.47284753090495,64.74825716498839,0.6117345364086751,100.0,2581.0,8359.0
Assam,Charaideo,43.374644650147175,🟠 Needs Attention,8.568534686532487,82.7605633802817,0.45577359646801574,100.0,354.0,1469.0
Assam,Chirang,43.18430647944391,🟠 Needs Attention,12.417113825398776,76.88715953307393,0.9495297942232013,100.0,513.0,1976.0
Assam,Darrang,40.66742163014631,🟠 Needs Attention,19.43653489628697,58.482587064676615,0.8632575803642534,100.0,803.0,2351.0
